,KEY,sarcasm_explanation
540,2_105_u,"The video is sarcastic because of the speaker's tongue-in-cheek remark ""Oh please I am allowed one joke..."", which conveys a subtle undertone of irony and self-awareness. Additionally, the speaker's tone shifts from assertive to possibly pleading or imploring when saying ""Oh please"", suggesting a hint of sarcasm. The speaker's facial expressions, such as raised brows and a tightened lid, also indicate a playful yet slightly mocking tone, further supporting the label of sarcasm."
541,1_3293_u,"The video is sarcastic because the speaker's utterance, ""Leonard's work is nearly as amazing as third graders growing lima beans in wet paper towels,"" conveys irony and playfulness with a hint of sarcasm through its unexpected and whimsical analogy. The tone is lighthearted and humorous, but with a hint of mockery or teasing, implying that Leonard's work is not as impressive as one might think. The speaker's tonality, shifting from neutral to assertive and emphatic, and facial expressions, such as raised brows and a tightened lid, also suggest a tongue-in-cheek tone."
542,1_S11E05_099_u,"The video is sarcastic because the speaker's utterance, ""Based on that ring on your finger, I'd say you're pretty good at controlling robots,"" conveys a playful and teasing tone with a hint of sarcasm, as evident from the use of exaggeration and facetiousness. The speaker's facial expressions, such as raised brows, tightened lids, and a wrinkled nose, also suggest a sense of amusement and playfulness, which is consistent with sarcasm. Although the overall sentiment is positive and lighthearted, the irony and teasing tone underlying the statement indicate that the video is sarcastic."
543,3_S01E02_461_u,"The video is non-sarcastic because the speaker's utterance, ""I was sleeping. I'm sorry for sleeping and for lying about it,"" conveys remorse and guilt, with a humble and submissive tone, indicating a genuine apology. The language used is straightforward and sincere, without any irony or mocking tone that would suggest sarcasm. Additionally, the speaker's facial expressions and body language, such as a raised inner brow, lowered brow, and depressed lower lip, suggest introspection, sadness, and doubt, further supporting the non-sarcastic label."
544,1_6370_u,"The video is sarcastic because the speaker's utterance ""Oh, of course he is"" implies mock seriousness and exaggeration, and the subsequent statement about the person's unusual behavior is presented in a playful and humorous tone, suggesting irony and facetiousness. The speaker's tone is lighthearted and tongue-in-cheek, and the overall sentiment is one of mild ridicule or teasing, which are all indicative of sarcasm. Additionally, the speaker's facial expressions, such as a raised cheek and tightened lid, suggest happiness and playfulness, further supporting the conclusion that the video is sarcastic."
545,2_134_u,"The video is non-sarcastic because the speaker's utterance ""Paper cut!"" conveys a genuine emotion of frustration or annoyance, without any hint of irony or tongue-in-cheek tone. The use of an exclamation mark and the loud, forceful delivery further emphasize the speaker's sincerity. Additionally, the speaker's facial expressions, such as raised brows and tightened lips, suggest a range of emotions including happiness, surprise, and doubt, but not sarcasm. The overall sentiment expressed is negative, but reactive and emotional, rather than sarcastic or humorous."
546,1_S09E01_403_u,"The video is non-sarcastic because the speaker's utterance ""That's ridiculous"" conveys a strong negative sentiment, specifically anger or frustration, through a direct and blunt tone. The language lacks irony or tongue-in-cheek tone, which are typical characteristics of sarcasm. Additionally, the speaker's facial expressions, such as raised inner brow, tightened lid, and depressed lower lip, suggest doubt and opposition, further supporting the non-sarcastic label."
547,4_S01E04_102_u,"The speaker's utterance ""Ooh, I was trying to hide it"" conveys embarrassment and sheepishness, but with a lighthearted and humorous tone, suggesting a playful and non-serious attitude. The use of ""Ooh"" implies a sense of caught-off-guard or playful defensiveness, and the tone is informal and conversational. The speaker's facial expressions, such as raised brows and tightened lids, also suggest a sense of mockery or playful teasing. Overall, the speaker's tone and facial cues imply a tongue-in-cheek delivery, poking fun at themselves rather than expressing genuine remorse, which leads to the conclusion that the video is sarcastic."
548,4_S01E01_003_u,"The video is sarcastic because of the speaker's tone, facial expressions, and utterance. The phrase ""that's what you do with patients"" implies a sense of routine and duty, rather than genuine concern, and is delivered in a matter-of-fact tone that lacks warmth. The speaker's facial expressions, such as raised inner brows, wrinkled nose, and tightened lids, suggest emotions like contempt and doubt, which are inconsistent with a genuinely neutral or empathetic tone. Additionally, the speaker's slightly ironic or tongue-in-cheek tone, as well as the hint of sarcasm in their utterance, further support the conclusion that the video is sarcastic."
549,4_S03E04_006_u,"The video is sarcastic because the speaker's utterance ""Has to be that she's insane"" contains hyperbole and exaggeration, indicating facetiousness and a lack of genuine belief. This, combined with the underlying emotions of insecurity and self-doubt, suggests that the speaker is using sarcasm to deflect their own insecurities. Additionally, the speaker's facial cues, such as raised brows and a tightened lid, convey a sense of skepticism and negativity, further supporting the conclusion that the video is sarcastic."
